time_bin,10,11,12,13
0,6568.85238529083,7448.39887123441,7330.29830169398,5652.37810727723
60,7355.21925516012,6686.12832314067,6401.98774351406,5482.96801398074
120,5673.75516849638,6469.54473769325,5954.87390499007,5366.70923869695
180,2899.51359690931,3594.53283845166,5027.63296025726,5767.09303875942
240,3072.22392069002,3001.43815772085,2905.94432552534,2041.82571674833
300,6993.81603712808,5013.15407273037,3106.73739571488,2121.35074461382
360,6970.85514986877,7063.29654416731,5679.98872975632,2446.09270787009
420,6344.97197369867,6451.33648098496,6155.62811116419,5327.14386702222
480,7426.14036676514,6731.96463019517,6060.64250562714,5533.61165589106
540,7366.60363677374,6827.8500645172,5835.31091762295,4427.0277347001
600,7174.70095165021,7633.55065391017,6771.54181203513,5991.38389597519
660,8092.57246959353,8286.67189833541,7638.47456813741,6522.77148075222
720,6988.01720749033,7889.61505019906,7565.0077497385,6297.58224033519
780,7549.63086193682,5772.75345807377,5225.50817360454,5738.42098979784
840,6743.38001694792,7127.66936463005,6084.17636947594,3700.66782318652
900,7608.03420348241,7946.7106733035,7076.22269598919,5803.18392954101
960,5709.99751187286,5795.23685403575,6676.62228734378,6910.01740775485
1020,5818.51542007012,6025.66203268918,5114.10706756295,4966.46377290798
1080,4296.12613559084,4118.17834120722,5144.92808161152,4205.99964959941
1140,5355.09184500803,5520.93990599385,4310.19459347207,3876.01934802467
1200,7207.36161864439,5869.02065889605,4891.8896080715,4387.57873083089
1260,7577.37002636353,7290.16708480481,5866.32522159699,3952.14742577817
1320,6930.2052857647,6591.64547050242,5774.30556619547,4517.44035574867
1380,7055.73748100085,7492.02694599256,7073.53405627061,6041.33643871759
1440,7279.31060532804,7197.34784385928,6541.99666083435,5929.28595392863
1500,5587.22679606413,6332.25860851588,5628.78557599895,5270.63996434469
1560,5723.43222277798,5774.92601586382,6530.87571374858,5730.03813264454
1620,6210.54949700716,6053.09177330892,5025.69747834805,4280.84320217076
1680,6858.10779128741,6016.81549128002,5140.53154363748,3677.42487869774
1740,3690.11597673423,5319.55659168214,5884.51707423227,5322.70345573026
1800,5728.30280280345,3925.06615510357,3726.46684803127,4351.14060780194
1860,6984.01528310287,6950.44251129946,4853.72250681054,2286.27564117791
1920,4721.53043427753,6488.99945191262,6423.37540174522,4985.79203296152
1980,6166.65534230154,4221.7878651411,3847.10559531183,3996.14827268119
2040,5932.93598726951,5447.09556905882,4470.89772147733,2788.34296121043
2100,6770.56315683031,6781.15769843822,5671.93021909319,4909.78255759282
2160,5881.08622405781,6219.60343136783,6014.31804249643,4902.15377685953
2220,4499.97388721454,4879.00679372788,4826.33832242202,4190.11700359725
2280,3720.76285039562,3562.26029687889,3472.36591172168,3545.97044975082
2340,2966.6358798164,3792.21948970202,3735.09340185825,2758.88215810823
2400,3929.54577214223,3233.76881002796,3078.77808332701,2521.73839123443
2460,5862.38251316801,5337.27114566798,3414.49821417816,1889.43699418973
2520,7055.76643957004,6037.41078080586,4881.16148214926,3620.42953157106
2580,6046.31849713892,6403.34661727417,5713.77466022817,4478.09147790687
2640,6677.28789415793,6939.46254975129,6661.34602561511,6045.52575916092
2700,7834.6485581049,7623.98079551465,6687.45784686912,5178.28393422555
2760,5805.22995755296,6139.25699928848,5536.87331332194,4889.08917717719
2820,2546.59521192862,3576.82901748186,4549.53354256072,4053.54008376585
2880,5222.67509308887,2654.60124559993,1571.35710165826,1759.35273009483
2940,5961.78158494073,5914.04013876723,4440.95567652002,2046.44282403196
3000,6464.74276938085,6092.08760472388,5600.2991811701,4426.73398970293
3060,5435.47786761706,6740.25842599406,6475.69798867303,5560.50112549455
3120,3713.19168867728,3877.26312601226,4338.30590019016,4452.93107848837
3180,4345.12559815757,2907.31231029817,3218.07876090893,2883.92167957395
3240,5752.19046314078,5358.21711093421,3751.91373773555,2358.42517368465
3300,6525.4918439645,6081.96749477801,5165.18741835718,4115.9025611643
3360,6662.39789603848,6411.05524062917,5662.86109290544,4219.32665150095
3420,7095.18691099184,6715.9037734328,5919.35578324021,5169.68870407471
3480,7819.84277157661,7120.9780461597,6488.5581916919,5415.56714488949
3540,7855.05662987329,7880.97924777954,6883.0497706123,5875.40346721481
average,6035.18055374463,5910.91865302452,5358.41574227753,4449.38479738193
